EWN_OFFSET;POS;SAMA_Lemma;Pos_Sentiment_score;Neg_Sentiment_Score;Confidence;ANGER;DISGUST;FEAR;JOY;SADNESS;SURPRISE
07486628;n;tawaqAn;0.25;0.25;67;0.02251116;0.03240048;0.06727882;0.11206357;0.06834445;0.27299691
10480583;n;Hirafiy~;0.21875;0.00390625;72.65625;0.07504335;0.09410134;0.06620689;0.13331354;0.08821125;0.22473532
03461119;n;biqAlap;0.0;0.0;100.0;0.07165218;0.07708975;0.09820259;0.12027996;0.22817152;0.12839350
06000644;n;riyADiy~;0.0;0.0;100.0;0.03766270;0.09791924;0.08323489;0.13141687;0.09334551;0.32408739
04081281;n;maToEam;0.0;0.0;100.0;0.17133802;0.11975500;0.04499850;0.07344274;0.13250705;0.09806205
08739206;n;banamA;0.0;0.0;100.0;0.12813432;0.04712759;0.29056235;0.06058414;0.14299234;0.20218975
04926427;n;HadAvap;0.1875;0.0625;50.0;0.01082962;0.06933692;0.00218829;0.05124801;0.17328539;0.38708361
07514189;n;tasobiyk;0.0625;0.125;100.0;0.15363327;0.13428619;0.31678249;0.10894334;0.10039315;0.00000000
13451804;n;{isotiholAk;0;0;100;0.11329975;0.11185058;0.13817788;0.14361274;0.12013066;0.11941136
00835267;n;zafiyr;0.0;0.0;33.0;0.04510097;0.08574421;0.00040597;0.21492246;0.07086390;0.11336467
05822746;n;HAlap;0.01879985095001757;0.06640768074430525;49.832315313629806;0.15320578;0.13951298;0.19938406;0.10461383;0.11527250;0.08216868
07485281;n;wasowAs;0.1328125;0.203125;50.0;0.07572207;0.07825144;0.04551038;0.10149669;0.05419274;0.18589565
03429914;n;tasat~ur;0.0;0.00390625;50.0;0.10834756;0.08391120;0.04329914;0.09070841;0.08338726;0.22352224
03294048;n;Eud~ap;0.0;0.0;62.5;0.08387374;0.19854651;0.09623250;0.11672222;0.10387661;0.14995207
10753546;n;>azoEar;0.0;0.1875;50.0;0.33791644;0.11250212;0.07634239;0.08774437;0.15639133;0.04656444
00035189;n;dar~;0;0;100;0.10283134;0.13692010;0.05995564;0.14969359;0.08738716;0.23377515
09437454;n;habuwT;0.0;0.0;100.0;0.05623733;0.06209344;0.10700875;0.06961817;0.21158107;0.17336343
04309348;n;bAbuwr;0;0;100;0.00000000;0.41642065;0.00000000;0.18667665;0.00000000;0.26140759
11443929;n;sayol;0.0;0.0;75.0;0.04652752;0.06281238;0.18958931;0.11967488;0.21853879;0.19601870
08890097;n;<isokutolanodA;0.0;0.0;100.0;0.11672448;0.04827741;0.03203776;0.10368873;0.10594607;0.07592093
00254166;n;basotarap;0.0;0.75;100.0;0.00000000;0.00000000;0.00000000;1.00000000;0.00000000;0.00000000
01170962;n;mutaSAriE;0;0;100;0.17114187;0.10136282;0.11519911;0.10875888;0.13081115;0.14147398
03411339;n;galoyuwn;0.0;0.0;100.0;0.08719905;0.06141170;0.09910651;0.28657015;0.10368923;0.14400747
07266178;n;TAfiyap;0.0;0.0;50.0;0.04352570;0.08596483;0.11275749;0.25318528;0.12048601;0.23814747
00815320;n;hudaY;0.03125;0.0;50.0;0.07947498;0.09696383;0.14486047;0.10744238;0.18332676;0.18010836
07458212;n;takAlub;0.0;0.0703125;33.0;0.10541095;0.16039138;0.03395621;0.15108330;0.06402042;0.17828131
08794798;n;maqodis;0;0;100;0.25383774;0.24634944;0.04313821;0.13557713;0.12584680;0.03133132
02944459;n;taEomiyap;0.09375;0.0625;100.0;0.17372305;0.08593109;0.20657488;0.07117586;0.05292349;0.10464330
11250287;n;qa*~Afiy~;0;0;100;0.01751170;0.02360007;0.15604457;0.18732552;0.34151813;0.09426617
05644922;n;Eajoz;0.07961273193359375;0.20021820068359375;81.256103515625;0.13989965;0.16872263;0.09535709;0.12089059;0.10879357;0.14285600
11171298;n;mA}iyr;0;0;100;0.12500000;0.12500000;0.12500000;0.12500000;0.12500000;0.12500000
02733378;n;sAbAT;0.0;0.0625;50.0;0.02164177;0.07699951;0.06798160;0.25575453;0.06947607;0.30121361
13129165;n;suwayoq;0;0;100;0.04422609;0.07718649;0.23044057;0.16225073;0.13323336;0.14297769
05938400;n;Tariyf;0.078125;0.0;50.0;0.07716096;0.08679171;0.10272790;0.13602972;0.08700835;0.18314721
00035189;n;<iHorAz;0.1484375;0.0234375;34.046875;0.07746067;0.12795486;0.11270023;0.14941355;0.05753081;0.16379513
14323974;n;DurAs;0;0;100;0.00000000;0.60578131;0.00000000;0.00000000;0.00000000;0.00000000
09977660;n;juromiy~;0;0.25;50;0.21233970;0.05945556;0.05695828;0.11806133;0.16562504;0.18182589
07958294;n;musotaqiym;0.0;0.0;33.0;0.18635754;0.06901956;0.12591167;0.13931524;0.02200723;0.15801157
14010148;n;EaTAlap;0.09375;0.369140625;34.046875;0.05037451;0.12119903;0.23983738;0.10999287;0.08355207;0.10654094
04993882;n;HAdiq;0.0;0.01171875;50.0;0.22827111;0.03063606;0.00325615;0.10541594;0.41986278;0.09487399
02283201;n;Euv~;0.0;0.0;62.5;0.04915990;0.07832782;0.08684004;0.07623863;0.08132741;0.57152146
05793000;n;{isotibAnap;0.015625;0.0;50.0;0.16058255;0.09945550;0.10110801;0.19267553;0.06694639;0.17318635
10379758;n;muDoTahid;0.03125;0.1875;50.0;0.13664195;0.07655395;0.18373038;0.15433177;0.04523797;0.12991942
08568256;n;tAboluwh;0.0625;0.01611328125;50.0;0.04866199;0.04261929;0.36719808;0.09983824;0.06826030;0.12771152
10822338;n;>arisoTATaliys;0.125;0.125;100;0.01867230;0.13076748;0.02921256;0.19653975;0.11771077;0.28851101
04960277;n;fuHuwm;0.0625;0.3125;100.0;0.02288521;0.04866198;0.02094653;0.10968303;0.05770642;0.55201912
05619743;n;>alaq;0.19921875;0.078125;50.0;0.05959130;0.04735444;0.08062998;0.13692167;0.13271085;0.24647441
04885609;n;tarAxiy;0.3883056640625;0.17681884765625;33.0;0.21470302;0.18835484;0.21645152;0.10743602;0.11285954;0.05780065
05151372;n;waZiyfiy~ap;0.625;0;100;0.02889985;0.06399242;0.12150101;0.21211749;0.22754738;0.04271154
09964805;n;nas~Ax;0;0;100;0.07793363;0.23277947;0.01658263;0.08813406;0.07004610;0.13629779
00986938;n;Hariyq;0.18798828125;0.314453125;100.0;0.17297011;0.08407061;0.12100205;0.08033858;0.19310671;0.11040196
07517737;n;suxoT;0.3125;0.5625;50.0;0.18556173;0.10853279;0.09514300;0.18725317;0.13500799;0.07478179
04870340;n;maEolAp;0.15625;0.0390625;50.0;0.05671393;0.04678119;0.02294210;0.13675039;0.04811840;0.24172526
14586769;n;maEodin;0.1875;0.0;65.625;0.14816634;0.12400034;0.13172311;0.13425562;0.12143897;0.15421059
03967562;n;miHorAv;0.0;0.0;100.0;0.00000000;0.00000000;0.00000000;0.00000000;0.50000000;0.00000000
00216174;n;<iqAlap;0.25;0;100;0.17038758;0.13160716;0.12900506;0.12040757;0.15348940;0.07404815
13484644;n;jamod;0;0;100;0.28201886;0.19247950;0.14705767;0.12363658;0.03373113;0.02695729
08264897;n;jamAEap;0.0;0.0;44.92864990234375;0.11180991;0.09389841;0.16505918;0.15042808;0.10696532;0.14744495
09763784;n;xaSiyS;0.14453125;0.0;50.0;0.09692369;0.13744017;0.11848686;0.15080779;0.10963938;0.13132786
07427534;n;{iDomiHolAl;0.0;0.0078125;50.0;0.21622470;0.07108511;0.10357260;0.13346976;0.12601761;0.13016136
07579076;n;Hutorap;6.103515625e-05;0.0006866455078125;50.0;0.07940865;0.09082130;0.08895968;0.14389506;0.12781018;0.15800960
00932298;n;ta$ay~u';0.25;0.0625;100.0;0.00000000;0.00000000;0.05200047;0.02036366;0.00000000;0.24417709
03685307;n;$Aliyh;0.0;0.0;50.0;0.05905116;0.03456246;0.11755582;0.08653709;0.22467612;0.27932033
07827284;n;zaEofarAn;0.0;0.0;100.0;0.05662279;0.04794749;0.06134640;0.15964692;0.13790793;0.49757086
06630017;n;Hafiy~;0.5;0;50;0.01995303;0.12692702;0.01010791;0.07803876;0.03626250;0.23198064
03795123;n;mabosim;0.0;0.0;100.0;0.14847319;0.29767210;0.11896982;0.04859396;0.05756041;0.04276286
00611972;n;siyAsap;0.00421142578125;0.0;100.0;0.12591376;0.20522101;0.09392580;0.10140649;0.10131335;0.13316409
00378069;n;lAEij;0.0;0.46875;50.0;0.18634130;0.09946243;0.09286545;0.10310387;0.13371260;0.12736668
13754293;n;Damiymap;0;0;100;0.09868926;0.11885009;0.10365513;0.17022001;0.11987009;0.12994125
09013830;n;litwAniy~;0;0;100;0.07380204;0.01237222;0.05015217;0.17964063;0.27401469;0.10651994
14805676;n;t$Ad;0.0;0.0;100.0;0.03604762;0.10589084;0.22697613;0.17920947;0.15045030;0.09511613
03948459;n;musad~as;0.0;0.0;83.5;0.32994115;0.16842625;0.07628113;0.09218044;0.16893509;0.07020231
05792192;n;musotaTAE;0.375;0.0;50.0;0.00000000;0.83387861;0.00000000;0.16612139;0.00000000;0.00000000
10613996;n;rAE;0.34375;0.0;100.0;0.03791501;0.08996419;0.04174579;0.18640853;0.08051790;0.21042487
10443170;n;nAhib;0.0;0.25;50.0;0.24519160;0.12644660;0.11648051;0.08403353;0.18656581;0.08095399
03149951;n;musotaToraf;0.1875;0.28125;50.0;0.23164892;0.10181896;0.12037209;0.07623515;0.03758998;0.14263853
02792552;n;qalaS;0;0;50;0.18462133;0.15741483;0.07324058;0.15658412;0.16312353;0.07782255
05103072;n;vuxuwnap;0.0;0.0;50.0;0.06710201;0.09490686;0.31804792;0.14174938;0.08528330;0.08172070
10531227;n;muyAmin;0;0;50;0.40350928;0.05110988;0.02758987;0.08428766;0.07810701;0.18754540
08226699;n;tasowiyap;0.00390625;0.000732421875;50.0;0.18250938;0.13526283;0.11101716;0.12708094;0.11456763;0.11535691
01263924;n;>asiyl;0;0;100;0.00000000;0.03834127;0.04421080;0.09437433;0.78452181;0.01859099
03156279;n;silinodir;0.0;0.0;100.0;0.20954789;0.12847528;0.05001776;0.18011386;0.00106404;0.11470256
03809211;n;nAranodiyn;0;0;100;0.00000000;0.00000000;0.00000000;0.71111897;0.00000000;0.18797071
04956594;n;talowiyn;0.0;0.0;75.0;0.02517579;0.08811196;0.09525649;0.07530888;0.03417808;0.19886290
08180190;n;dahomA';0;0;50;0.10504116;0.14028320;0.08440011;0.13442435;0.12950350;0.18290756
07294019;n;EAqib;0;0;100;0.11102110;0.11225120;0.16870782;0.09461212;0.22686265;0.11638828
05046471;n;muqobil;0.0;0.0;67.0;0.17188287;0.14575481;0.08343684;0.16846110;0.08858413;0.14319389
10001481;n;gawogA}iy~;0.125;0;50;0.00000000;0.01758643;0.67665600;0.09001959;0.00995796;0.15775578
07619881;n;tAbiyuwkA;0;0;100;0.00000000;0.00000000;0.00000000;0.19403954;0.00000000;0.22507893
00744616;n;Hayof;0.03125;0.4375;50.0;0.20693062;0.20833421;0.08686537;0.12883082;0.04779969;0.12423749
02727825;n;jihAz;0.00015270709991455078;0.031494140625;22.83594144228846;0.13254860;0.14581739;0.14294598;0.13861897;0.10145276;0.12736848
05802185;n;Hisobap;0.03125;0.0;100.0;0.15867934;0.15808233;0.18024129;0.13594505;0.09319868;0.07574576
10526927;n;Hakam;0.0;0.0;50.0;0.18185496;0.19968626;0.08769110;0.09527328;0.07995926;0.13967801
09251407;n;mu*an~ab;0;0;100;0.03035388;0.12711000;0.14533519;0.14209659;0.01075009;0.22687396
10048218;n;musin~;0.0;0.0;33.0;0.15829509;0.12117981;0.09217990;0.13724432;0.14070106;0.10259040
04830578;n;HayawAniy~ap;0.3125;0.125;50.0;0.00000000;0.00000000;0.00000000;0.07265357;0.00000000;0.00000000
09352849;n;$ihAbiy~;0;0;100;0.00238238;0.07302158;0.44797920;0.01828395;0.02076882;0.07395129
10000787;n;mufaw~aD;0;0;50;0.14584414;0.15070856;0.11898742;0.12516935;0.05062629;0.12320162
13381734;n;HawAlap;0.0007480980711989105;0.03173828125;33.0;0.12219519;0.12794595;0.09438693;0.17079690;0.12504798;0.11893323
03654374;n;yasAr;0.00689697265625;0.0322265625;97.271728515625;0.13319361;0.20146159;0.04481382;0.10035783;0.08424720;0.24186911
05003850;n;farAhap;0.0625;0.0;50.0;0.02688295;0.10204540;0.10753034;0.19286110;0.07316103;0.18791434
14122497;n;<inofluwanozA;0.625;0.125;100;0.02375067;0.06136286;0.76702777;0.02089853;0.04448406;0.01608107
09303647;n;himalAyA;0;0;50;0.04382522;0.00162862;0.55160166;0.00460315;0.13992223;0.10325244
05096972;n;EAdiy~;0.0;0.00048828125;33.0;0.04419221;0.07199684;0.01115470;0.19496135;0.05345085;0.47727481
02905288;n;samosarap;0.0;0.0;100.0;0.09101458;0.07607968;0.15214327;0.18404851;0.03200517;0.11259840
05150855;n;jufA';0.09375;0.0;33.0;0.09226025;0.03829728;0.04811716;0.04929587;0.13799337;0.29036982
00117578;n;takoriyEap;0;0;100;0.00986311;0.00000000;0.00000000;0.36982957;0.56345468;0.03187420
10628644;n;siyAdiy~;0;0;50;0.02134965;0.03977842;0.08871586;0.18640817;0.12736493;0.09996005
09472597;n;burokAn;0.0;0.0;100.0;0.07106182;0.07873121;0.31744097;0.13727224;0.19015124;0.08634587
04673965;n;wuruwd;0.03125;0.0;50.0;0.08148743;0.08509880;0.09588624;0.17563592;0.18405611;0.13029182
09774783;n;>afuwkAtuw;0.0;0.0;50.0;0.18440539;0.12807196;0.08075888;0.12568046;0.13439248;0.12814830
00015388;n;bahiymiy~;0;0.375;50;0.09155225;0.08971343;0.04852821;0.17434586;0.06663430;0.20850609
14480772;n;SalAbap;0.0113525390625;0.07861328125;75.439453125;0.08898839;0.01228672;0.14715327;0.12115000;0.13421466;0.10750834
06805297;n;ginA';0.0;0.0;100.0;0.04083597;0.08194213;0.09974127;0.23252711;0.09758290;0.15818083
04498523;n;tuwrobiyn;0;0.125;100;0.04280187;0.00693193;0.17345458;0.30901259;0.21881858;0.21515651
04582044;n;*ubAlap;0.0;0.0;100.0;0.00000000;0.01596324;0.00000000;0.21366854;0.05505488;0.69453684
07622708;n;faTiyrap;0.0;0.0;100.0;0.00310251;0.05496533;0.00708662;0.19242455;0.00000000;0.39461447
15273626;n;nawomap;0;0;100;0.07781138;0.05253612;0.13974126;0.12508847;0.06707380;0.17339361
13286640;n;{inofiSAm;0.002044677734375;0.016143798828125;33.016357421875;0.04937731;0.06853683;0.24317706;0.11531926;0.11027544;0.03529715
10584318;n;maqo*arap;0.0625;0.1851806640625;37.8310546875;0.05995710;0.12298236;0.03121504;0.09674811;0.13007099;0.25300261
07314838;n;fAdiHap;0.0;0.46875;50.0;0.08997621;0.04562145;0.20664086;0.09898560;0.11755387;0.17857016
03809211;n;narodiyn;0;0;100;0.00000000;0.00000000;0.00000000;0.71111897;0.00000000;0.18797071
03047690;n;qaboqAb;0;0;100;0.41047148;0.06613298;0.07724189;0.06261996;0.18736570;0.04166667
06855035;n;tawoviyq;0.0;0.0;50.0;0.13332163;0.15890431;0.11038556;0.12631767;0.16649817;0.12707076
05159725;n;Huson;0.35546875;0.0;50.0;0.07983996;0.12949025;0.10183944;0.12333280;0.08965126;0.23837975
00378479;n;<ivoqAb;0;0;100;0.08620009;0.08032584;0.29422315;0.11310786;0.17055068;0.08290208
10834439;n;Hal~Aq;0.0;0.0;100.0;0.11305828;0.27572406;0.00545666;0.17047884;0.10662790;0.06647689
02948072;n;$amoEap;0.0;0.0;100.0;0.07749027;0.04210921;0.07531206;0.33580035;0.15025698;0.13821253
06646243;n;yafoTap;0.0098876953125;0.00396728515625;50.0;0.14630757;0.13216530;0.12956842;0.10603259;0.12273504;0.12980538
02391994;n;xaroTiyT;0;0;100;0.20277930;0.00597132;0.36649776;0.04101750;0.12371081;0.25899954
00405206;n;EaSol;0.0390625;0.0;33.0;0.14291478;0.09324411;0.12024266;0.17050465;0.06489167;0.19372255
06834780;n;<iytA;0.0;0.0;100.0;0.05093523;0.00000000;0.08820142;0.14147237;0.09182106;0.02799005
06468951;n;tajoriydiy~;0.0;0.0;100.0;0.04728180;0.12125901;0.08849501;0.21010453;0.08025825;0.16794882
09136182;n;fiylAdilofiyA;0;0;100;0.05811383;0.03549018;0.06191263;0.10608867;0.06977719;0.06869628
07747055;n;HamoDiy~ap;0;0;100;0.00000000;0.00000000;0.64541085;0.09663829;0.00000000;0.00000000
00758175;n;masAHir;0.328125;0.171875;50.0;0.05417071;0.10092339;0.06367865;0.18137189;0.06458559;0.25888795
10214230;n;midoHAD;0;0.75;50;0.09158783;0.31966289;0.02154022;0.07366310;0.32691262;0.04579427
12809626;n;mu&AsAp;0.1015625;0.25;50.0;0.11479069;0.11087305;0.03952656;0.18331930;0.14434027;0.17681695
